"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Dragomir M.","Dragomir, Marius (56409823700)","56409823700","Knowledge Transfer: From Corporations to the Media and from the Media to Society","2024","Journalism, Digital Media and the Fourth Industrial Revolution","","","","197","209","2","10.1007/9783031631535_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012011651&doi=10.1007%2F9783031631535_15&partnerID=40&md5=0b1059607d2ac8f8b2392ec95748bfd7","The emergence of Industry 4. 0 has prompted media outlets to revamp their business models in order to maintain financial viability. As a result, media companies have increasingly turned to cutting-edge technological innovations such as artificial intelligence (AI) and data analysis to gain a competitive advantage. These technologies are primarily used to create innovative journalistic products that cater to specific target audiences. Specifically, AI solutions are used to improve efficiency within newsrooms, particularly in the production of news content. Data-driven solutions often require a reassessment of the entire news generation process, including production, distribution, and consumption. At the same time, Industry 4.0 has compelled private enterprises to adopt new technologies to improve both their management and production processes. The extensive examination of the profound influence of the digital revolution, brought about by Industry 4. 0, on corporations has been studied extensively. Scholars have also increasingly focused on exploring its effects on media enterprises. However, less consideration has been given to the intricate dynamics of communication between the private sector and media entities. This chapter aims to fill a part of this gap by examining the intricate changes in the process of knowledge transfer from corporations to society through media platforms in the context of Industry 4. 0. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.","Book chapter","Final","","Scopus","2-s2.0-105012011651"
"Moussafir K.; Annaki I.","Moussafir, Kaoutar (60345464300); Annaki, Ihababdelbasset (57226350850)","60345464300; 57226350850","AI-Driven Marketing Co-Creation in Esports: A Digital Economy Perspective","2026","Lecture Notes in Networks and Systems","1642 LNNS","","","619","629","0","10.1007/978-3-032-07915-2_50","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028328253&doi=10.1007%2F978-3-032-07915-2_50&partnerID=40&md5=0c3a4115ce7f66f14fd02ef44b8e4c12","This paper examines the role of artificial intelligence (AI) in marketing co-creation within the esports industry, focusing on audience engagement and value generation in the digital economy. AIdriven strategies—sentiment analysis, predictive analytics, and machine learning—enhance real-time interactions, personalized content delivery, and sponsorship optimization. Using case studies from the 2023 Asian Games and Western esports campaigns, this study highlights AI’s impact on engagement, content visibility, and ROI. Results indicate AI-powered fan interactions increased engagement by 20–34%, while predictive analytics improved sponsorship ROI by 30%. Despite its benefits, AI-driven co-creation raises ethical concerns, including data privacy, algorithmic bias, and content inequalities. To address these, we propose an AI-Driven Co-Creation Framework promoting transparency, fairness, and regulatory oversight. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Conference paper","Final","","Scopus","2-s2.0-105028328253"
"Hussain M.M.; Aelgani V.; Moksha B.; Kavyasri G.; Sreeja B.","Hussain, M. Manzoor (57832139600); Aelgani, Vivekanand (58184026800); Moksha, Boddupally (59209183400); Kavyasri, Gotte (60161204600); Sreeja, Balakampet (60161463700)","57832139600; 58184026800; 59209183400; 60161204600; 60161463700","AI-Powered Promotional Content Generator: Banners for Targeted Campaigns","2025","2025 8th International Conference on Circuit, Power and Computing Technologies, ICCPCT 2025","","","","763","768","0","10.1109/ICCPCT65132.2025.11176729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020198776&doi=10.1109%2FICCPCT65132.2025.11176729&partnerID=40&md5=cb26dfdaaf1a603273283063657bbcc6","The Project AI-Powered Promotional Content Generator has been developed with the purpose of assisting users in automating interruptive banners. It is application software that offers interactive, dynamic promotion banners with the assistance of Artificial Intelligence. With the assistance of AI-based application software, the app translates necessary promotion inputs such as product images, promotions, and theme selections into effective marketing materials for target marketplaces. With automation, designing becomes simpler in addition to being at maximum efficiency so that companies can use high-Faster quality campaign content. The platform can handle audience interest and market trend in a smart way, facilitating the creation of contextually suitable and visually appealing banners. AI-powered process enables maximum banner design across segments and platforms, receiving maximum conversions and engagement. Human design is minimized too, saving budget and time, and receiving creative consistency across the campaigns. Faster and more accurate content is thus created that maximizes the campaigns better and opens up the readership. The Project is dedicated in AI-powered automated personal banner creation utilized within advertising campaigns.It personalize marketing content to audiences to encourage engagement and campaign performance. © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105020198776"
"Kesa D.D.; Fu W.-C.; Van Chung N.","Kesa, Deni Danial (57212755842); Fu, Wen-Chuan (60262684400); Van Chung, Nguyen (60262921900)","57212755842; 60262684400; 60262921900","Analysis of E-commerce Website Utilisation using Big Data and Artificial Intelligence: The Context of Indonesia's Silver Generation.","2025","Proceedings of 2025 International Conference on Economic Management and Big Data Application, ICEMBDA 2025","","","","719","724","0","10.1145/3770177.3770296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026284403&doi=10.1145%2F3770177.3770296&partnerID=40&md5=22fde93d6b78f697d48bca1c31fc18f5","The use of websites to enhance local product marketing in rural regions has significantly increased, coinciding with the advent of big data and artificial intelligence (AI) technology. This study seeks to evaluate the efficacy of websites as promotional and distribution mechanisms for local items on e-commerce platforms, emphasizing the perspectives of the Silver Generation (elderly population) in rural Indonesia. A quantitative approach was utilized employing Structural Equation Modelling (SEM) via SmartPLS 4. The study examined factors like website quality, user trust, usability, integration of AI and big data, and customer purchase intention. Data were gathered through surveys administered to 420 older e-commerce consumers in rural regions of West and Central Java. The findings demonstrate that website quality and AI integration substantially affect consumers' purchasing intentions, with user trust and ease of use serving as enhancing variables. The study advocates for the enhancement of content quality, the adoption of data-driven personalization, and the augmentation of digital literacy training for rural older populations to optimize the advantages of digital technology-based websites. © 2025 Copyright held by the owner/author(s).","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105026284403"
"Torronteras Manzano R.; Andaluz Antón L.; Sacaluga Rodríguez I.","Torronteras Manzano, Rocío (59536649900); Andaluz Antón, Lucía (57218547214); Sacaluga Rodríguez, Ignacio (56041889000)","59536649900; 57218547214; 56041889000","AI and Influencers: The use of artificial intelligence to perpetuate gender stereotypes and the hypersexualization of women; [IA artificial para perpetuar los estereotipos de género y la hipersexualización de la mujer]","2025","European Public and Social Innovation Review","10","","","","","1","10.31637/epsir-2025-1017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216600078&doi=10.31637%2Fepsir-2025-1017&partnerID=40&md5=1205c64b3120ea79700d8ca3f382b74c","Introduction: Artificial intelligence has impacted influencer marketing, using generative AI to create hyper-realistic figures that simulate real influencers and perpetuate gender stereotypes Objective: To corroborate that AI uses Instagram data to perpetuate gender roles Methodology: We have carried out mixed methodologies research, mixing case studies with content analysis, analyzing profiles of different influencers. Results: Through the analysis, we have been able to glimpse that the engagement generated by women's profiles responds to the different stereotypes of gender and that generative AI has replicated that system according to its objective. Conclusions: Our research is corroborated since we have been able to see through our analysis that the generation of content by AI is based on the tendency of users and brands to create content around the social construction of the ideal of a woman. © 2025, HISIN (History of Information Systems). All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85216600078"
"Song M.; Chen C.; Wang Y.; Duan Y.","Song, Mengmeng (57194701773); Chen, Caiyue (59897747500); Wang, Yuchen (58112818100); Duan, Yucong (56328556200)","57194701773; 59897747500; 58112818100; 56328556200","Divergent or relevant is better? The interaction effect of creative advertising under AI participation and sensation seeking tendency on visiting intention","2025","Journal of Vacation Marketing","","","13567667251341627","","","2","10.1177/13567667251341627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005230070&doi=10.1177%2F13567667251341627&partnerID=40&md5=1de646918042992d276b96491e5f2c05","Creative advertising has been widely used in tourism destination marketing, and artificial intelligence (AI) generation technology inspires creators’ thinking with its accurate big data and strong content generation ability and helps and enables the output and iterative upgrading of tourism creative advertising. In this context, how destination marketing organizations use AI generation technology to improve the delivery effect and conversion rate of creative advertising has become the focus of the tourism industry, but the attention of the academic community is still limited. Based on this, based on schema congruity theory, this study examines the interactive effects of AI's participation in creative advertising and sensation seeking tendency on visiting intention. In order to verify the hypothesis, we conducted an empirical analysis of 805 potential tourists from China through two scenario experiments and found that when a destination publishes divergent creative ads, it can improve the visiting intention of tourists with a high sensation seeking tendency. When a destination publishes relevant creative ads, it can better improve the visiting intention of tourists with a low sensation seeking tendency. In addition, we found the mediating role of processing fluency in the interactive effects of creative advertising and sensation seeking tendency on visiting intention and the moderating role of AI identity disclosure in the main effect relationship. It provides a reference for destination marketing organizations to learn how to use AI-generation technology for developing creative ads. © The Author(s) 2025.","Article","Article in press","","Scopus","2-s2.0-105005230070"
"Parvathy P.R.; Sreedevi B.; Jayachitra S.; Gangadharan S.; Karunkuzhali D.; Arumugam N.","Parvathy, Palaniraj Rajidurai (59329324400); Sreedevi, B. (57882619700); Jayachitra, S. (59518399700); Gangadharan, S. (58989000300); Karunkuzhali, D. (55279822800); Arumugam, Nivetha (60050669700)","59329324400; 57882619700; 59518399700; 58989000300; 55279822800; 60050669700","Drive Smarter Marketing Strategies With Salesforce Einstein And Next-Generation Artificial Intelligence Solutions","2025","Proceedings of the 2025 11th International Conference on Communication and Signal Processing, ICCSP 2025","","","","1802","1807","0","10.1109/ICCSP64183.2025.11089376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013464973&doi=10.1109%2FICCSP64183.2025.11089376&partnerID=40&md5=c56df07136b89be3904780d9ce31edfe","Salesforce Einstein, along with advanced artificial intelligence (AI) technologies, revolutionizes conventional marketing operations into intelligent, data-driven tactics. By integrating predictive intelligence into the Salesforce platform, Einstein enables organizations to forecast consumer behavior, customize content distribution, and improve engagement across several channels. These AI-driven functionalities streamline decision-making, enhance consumer experiences, and provide actionable insights via real-time data analysis. Utilizing machine learning algorithms, Einstein assesses prior interactions, scores lead, suggests further actions, and optimizes campaign management. This integration of Customer Relationship Management (CRM) and AI enhances marketing accuracy while also decreasing operational costs by removing human segmentation and forecasting. The capacity to adapt fluidly to consumer preferences enables marketers to maintain a competitive edge. Salesforce Einstein, equipped with integrated natural language processing, picture recognition, and analytical technologies, promotes agile and responsive marketing frameworks. As AI capabilities advance, this platform enables scalable, personalized, and quantifiable marketing results vital for sustained success in contemporary digital environments.  © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105013464973"
"Tan Y.H.; Chua H.N.; Low Y.-C.; Jasser M.B.","Tan, Yue Hern (58198425200); Chua, Hui Na (16642267200); Low, Yeh-Ching (56895775000); Jasser, Muhammed Basheer (57200762275)","58198425200; 16642267200; 56895775000; 57200762275","Current Landscape of Generative AI: Models, Applications, Regulations and Challenges","2024","14th IEEE International Conference on Control System, Computing and Engineering, ICCSCE 2024 - Proceedings","","","","168","173","4","10.1109/ICCSCE61582.2024.10696569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207081902&doi=10.1109%2FICCSCE61582.2024.10696569&partnerID=40&md5=0e5818b3cfe4e6c22387658677b52a0e","Generative AI models have witnessed remarkable advancements, blurring the lines between human creativity and machine generation. This paper concisely reviews the current Generative AI landscape, exploring its diverse applications across various domains. We delve into the capabilities of these models, from creating images and music to generating creative text formats. Furthermore, the paper examines the real-world applications of Generative AI, highlighting its potential to revolutionize industries like design, marketing, education, and scientific discovery. However, while existing research extensively explores specific aspects of Generative AI, an analysis of the technology's landscape, encompassing its capabilities, applications in content creation, and regulatory considerations, remains limited. This paper strives to bridge this gap by delivering a more holistic landscape of GenAI. Our analysis of the GenAI landscape pinpointed user behavior research and responsible development practices as key to user-centric AI creation. Through this study, we aim to stimulate discussion and collaboration between researchers, developers, and policymakers to ensure this powerful technology is harnessed responsibly for the benefit of industry and society.  © 2024 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85207081902"
"Kumar R.; Kumar G.; Sharma S.; Pandey A.K.","Kumar, Rocky (60238098300); Kumar, Gaurav (60429663400); Sharma, Shikha (57208560850); Pandey, Adarsh Kumar (59911434500)","60238098300; 60429663400; 57208560850; 59911434500","Generative AI for Inclusive Marketing: Embedding Diversity, Equity, and Cultural Competence in AI- Driven Decision Systems","2026","AI-Driven Decision-Making for Diversity, Equity, and Inclusion in Marketing","","","","341","378","0","10.4018/979-8-3373-6731-6.ch013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105033239563&doi=10.4018%2F979-8-3373-6731-6.ch013&partnerID=40&md5=1e4cc3e60c7bdcf510550538c6ee6d34","Generative Artificial Intelligence (GenAI) has come in a wave as earth- shattering innovation in world marketing offering capabilities in real- time content generation, hyper- personalization, predictive analytics, and dynamic audience engagement in a global marketing world that is culturally diverse. While these abilities promise increased efficiency and further connection of consumers, they also have some important issues surrounding fairness, representational accuracy and culture. In multicultural environments, AI- driven marketing systems which fail to include the principles of Diversity, Equity and Inclusion (DEI) could play a role in the reinforcement of harmful stereotypes, the marginalization of minority communities and the loss of public trust. Biases inherent in training data, model architectures and even automated decision pipelines can be used to create arbitrary audience segmentation and culturally inappropriate messaging - creating reputational, ethical and regulatory problems for organizations. © 2026 by IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105033239563"
"Khubalkar D.","Khubalkar, Deepti (58025412800)","58025412800","From Trend to Trademark: The Rise of AI generated Hashtags in Social Media Marketing","2025","Journal of Intellectual Property Rights","30","1","","101","108","0","10.56042/jipr.v30i1.8533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218780236&doi=10.56042%2Fjipr.v30i1.8533&partnerID=40&md5=719b14aa7cb4a4ca9c2fec9b31d856d4","Hashtag generation through AI for social media marketing can be a great way to ensure that hashtags are relevant and engaging. AI can help identify the most popular hashtags for the industry and target audience. It can also help to create new and unique hashtags that will make the content stand out. A symbol or term containing the hash symbol (#), commonly known as a 'hashtag,' can be registered as a service trademark only if it serves as an identifier for the source of the applicant's goods or services. Successful registration of hashtag trademarks has occurred in both the United Kingdom and the United States. Under common law, business reputation, represented by a name or label, can only be safeguarded through a passing-off action, a process that is complex and uncertain in its outcome. The Trade Marks Act of 1999 provides trademark registration, conferring statutory rights to the owner that surpass common law rights and offering a convenient method for safeguarding against infringement. In the contemporary world, social media plays a crucial role in achieving business objectives such as brand awareness and customer acquisition. Social media platforms have become essential tools for marketing companies to connect with their target audience. Among these tools, the hashtag (#) has gained significant prominence and has been globally registered as a trademark by numerous companies in the current decade. There is widespread awareness among owners and entrepreneurs regarding the use of hashtags in social media campaigns and their registration as trademarks. Despite the increasing use of hashtags in India over the years, there remains a question about whether, according to Indian Trademark law, hashtags can be considered for registration. This paper delves into the importance of employing hashtags in India and examines their international usage. This paper examines the common law as well as trademark law remedies in India where the AI generated hashtag words are used in social media to boost search engines and e-marketing affecting the right of branded product owner. © 2025, National Institute of Science Communication and Policy Research. All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85218780236"
"Ngaruiya N.; Donner J.; Baru J.K.; Chege B.W.","Ngaruiya, Njeri (56951226100); Donner, Jonathan (23090160800); Baru, Joshua Kinuthia (58869880700); Chege, Babra Wanjiku (58869921200)","56951226100; 23090160800; 58869880700; 58869921200","The domestication of AI by Kenyan digital creators: This note documents the use of AI by digital creators in Kenya, using the lens of domestication theory","2023","ACM International Conference Proceeding Series","","","","71","75","5","10.1145/3628096.3628753","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184372206&doi=10.1145%2F3628096.3628753&partnerID=40&md5=7de0f7488ca23a19815b1582037a5d53","This note explores the adoption and use of artificial intelligence (AI) in Kenya's digital creative sectors. Guided by a lens of domestication theory, and informed by interviews with 21 practitioners, the study documents ways in which AI is transforming traditional workflows, job roles, and skill requirements, enabling increased efficiency, automation, and creativity possibilities. Digital marketers leverage AI-powered analytics tools for data-driven insights and personalized marketing campaigns. Coders utilize AI algorithms to optimize code development, enhance software testing, and streamline debugging processes. Graphic designers incorporate AI tools for image recognition, automated design generation, and enhanced visual effects. Ghostwriters embrace AI-based writing assistants for generating content, improving productivity, and meeting client demands. Importantly, the study identifies concerns among professionals regarding job security, ethical implications, and the need for upskilling to effectively collaborate with AI technologies. © 2023 Owner/Author.","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85184372206"
"Vishnu Vandana V.; Rao A.M.","Vishnu Vandana, . Vemuri (59144041800); Rao, A.M. (59144205500)","59144041800; 59144205500","Retrieval method as a learning intervention for long term retention and creative thinking skills","2024","Journal of Engineering Education Transformations","37","Special Issue 2","","663","665","2","10.16920/jeet/2024/v37is2/24102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194194063&doi=10.16920%2Fjeet%2F2024%2Fv37is2%2F24102&partnerID=40&md5=f9c0eb116e34163baff5606bdfda4297","Few key skills among many that are needed in the 21st century are critical thinking, creativity, collaboration, meta cognitive skills, technology literacy and decision making under uncertainty. With the emergence of ChatGPT and other Generative AI tools, there is a dire need for a distinctive way of learning and application of learning to ensure learning effectiveness. Mere content is no longer the most important factor to learn these skills but. what is needed is the ability to retrieve material learnt, in the context of application. For the learner to be able to apply the critical thinking levels and higher learning levels of Blooms taxonomy, the basic first level of remembering forms the basic foundation, particularly when the students are from first generation educated families or with disadvantaged socioeconomic backgrounds. However, when students cram for the exams, they generally get an ‘illusion of learning’, where they think they know, but in reality often they may not be able to recall what they crammed when they need it later. This is a case of inefficient investment of time and effort in learning for the student. For the teacher, it slows down the teaching process and opportunity to engage in higher order thinking level applications. Addressing the frustrations of both teacher and students, the authors applied the concept of Retrieval method for MBA I year for Marketing Management course during a semester and a survey was conducted at the end of the semester to understand the perception of students on effectiveness of Retrieval techniques. The results supported that retrieval techniques were effective in supporting the student learning. © 2023 JEET.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85194194063"
"Zhu T.; Abd Rozan M.Z.","Zhu, Tong (59323488300); Abd Rozan, Mohd Zaidi (60503328600)","59323488300; 60503328600","AI adoption in E-commerce enterprises: Insights into current practices and future directions from an interview study","2026","PLOS ONE","21","3 March","e0336416","","","0","10.1371/journal.pone.0336416","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032812609&doi=10.1371%2Fjournal.pone.0336416&partnerID=40&md5=a3a62860332d9a3e2dd204a643e582ae","With the accelerated integration of artificial intelligence (AI) technology in digital commerce, e-commerce businesses are showing a diversified trend in its application across processes such as marketing, operations, and customer services. This article, based on the TOE (Technology-Organization-Environment) model and the TAM (Technology Acceptance Model) framework, employs a multi-case qualitative interview approach to conduct semi-structured interviews with different types of e-commerce enterprises in Anhui Province, China. It explores their practical implementation paths, feedback on effects, and future plans regarding AI technology adoption. The research findings are as follows: First, AI applications have covered the entire chain of e-commerce operations, including content generation, advertising placement, data analysis, customer service management, and logistics scheduling; however, small and micro enterprises still face significant limitations in technical depth and customization capabilities. Second, while the effects of AI applications are emerging, most processes continue to rely heavily on human collaboration and supervision, resulting in a human-machine collaboration model of “AI preprocessing + human fine-tuning.” Third, the organizational capabilities of enterprises and the AI literacy of employees are key to adoption, while the external policy environment has yet to provide effective guidance. Fourth, enterprises exhibit a stratified integration pattern in AI deployment, ranging from ‘platform-bound’ to ‘tool-augmented’ to ‘self-developed’ models, reflecting significant dynamic variations across different organizational contexts. This study also provides a new theoretical perspective and empirical evidence for understanding the technology adoption logic and digital transformation practices in the AI-driven e-commerce industry. © 2026 Zhu, Abd Rozan. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105032812609"
"Sarrion E.","Sarrion, Eric (59719866700)","59719866700","Exploring the Power of ChatGPT: Applications, Techniques, and Implications","2023","Exploring the Power of ChatGPT: Applications, Techniques, and Implications","","","","1","204","21","10.1007/978-1-4842-9529-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007959589&doi=10.1007%2F978-1-4842-9529-8&partnerID=40&md5=9219e446ca59776005178b9d039cc74b","Learn how to use the large-scale natural language processing model developed by OpenAI: ChatGPT. This book explains how ChatGPT uses machine learning to autonomously generate text based on user input and explores the significant implications for human communication and interaction. Author Eric Sarrion examines various aspects of ChatGPT, including its internal workings, use in computer projects, and impact on employment and society. He also addresses long-term perspectives for ChatGPT, including possible future advancements, adoption challenges, and considerations for ethical and responsible use. The book starts with an introduction to ChatGPT covering its versions, application areas, how it works with neural networks, NLP, and its advantages and limitations. Next, you'll be introduced to applications and training development projects using ChatGPT, as well as best practices for it. You'll then explore the ethical implications of ChatGPT, such as potentialbiases and risks, regulations, and standards. This is followed by a discussion of future prospects for ChatGPT. The book concludes with practical use case examples, such as text content creation, software programming, and innovation and creativity. This essential book summarizes what may be one of the most significant developments in artificial intelligence in recent history and provides useful insights for researchers, policymakers, and anyone interested in the future of technology. What You Will Learn Understand the basics of deep learning and text generation using language models such as ChatGPT Prepare data and train a language model to generate text Use ChatGPT for various applications such as marketing text generation or answering questions Understand the use of ChatGPT through the OpenAI API and how to optimize model performance Who This Book Is For Software developers and professionals, researchers, students, and people interested in learning more about this field and the future of technology. © 2023 by Eric Sarrion. All rights are reserved.","Book","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-105007959589"
"Schickmair V.; Rudisch-Sommer R.; Stöckl A.","Schickmair, Verena (60136153200); Rudisch-Sommer, Rimbert (60136855600); Stöckl, Andreas (57219495438)","60136153200; 60136855600; 57219495438","From Words to Conversions: Leveraging Large Language Models for Dynamic Landing Page Generation","2025","International Conference on Artificial Intelligence, Computer, Data Sciences, and Applications, ACDSA 2025","","","","","","0","10.1109/ACDSA65407.2025.11166477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018470072&doi=10.1109%2FACDSA65407.2025.11166477&partnerID=40&md5=c9d076619ec8552c01e0f0e54b6e46ae","In modern business, the demand for effective online marketing is undeniable. Nevertheless, creating landing pages for marketing campaigns poses a fundamental question: Should the implementation be the domain of a web developer or a marketing specialist? The interdisciplinary nature of this task, requiring a fusion of coding and marketing skills, underscores a significant gap in current research. Addressing this gap, this paper introduces a specialized AI landing page generator that operates through natural language input, eliminating the need for coding expertise. This empowers individuals without coding knowledge or marketing expertise to create impactful landing pages independently.Usability tests were conducted to evaluate the system, followed by interviews with marketing and web development professionals. The results demonstrated that business specialists perceived the quality of AI-generated content positively. The AI provided a basic structure and introduced new ideas, while human refinement is needed to ensure the uniqueness of the content. In addition, the technical audits revealed high performance, accessibility, and search engine optimization of the landing pages generated. Furthermore, comparisons between GPT-3.5 and GPT-4 revealed that GPT-4 generally produced better quality content and was preferred by the participants for its creativity and code quality. These findings highlight the potential of AI-driven tools to streamline the creation of landing pages, enhancing efficiency in digital marketing and web development. © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105018470072"
"Jadhav D.; Agrawal S.; Jagdale S.; Salunkhe P.; Salunkhe R.","Jadhav, Dhiraj (56149619900); Agrawal, Sakshee (59174082700); Jagdale, Sakshi (59173936700); Salunkhe, Pranav (59173641100); Salunkhe, Raj (59173641200)","56149619900; 59174082700; 59173936700; 59173641100; 59173641200","AI-Driven Text-to-Multimedia Content Generation: Enhancing Modern Content Creation","2024","8th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud), I-SMAC 2024 - Proceedings","","","","1610","1615","6","10.1109/I-SMAC61858.2024.10714771","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208575357&doi=10.1109%2FI-SMAC61858.2024.10714771&partnerID=40&md5=58c6c8f6eeb005a6de90066ba073b5e5","This research investigates the use of artificial intelligence for the creation of multimedia content from textual sources, such as press articles, stories, and scripts. The system utilizes Natural Language Processing and image generation techniques to create relevant visuals and voiceovers, enhancing content creation efficiency without sacrificing quality. The system processes various input formats, using Optical Character Recognition (OCR) for non-text formats and advanced large language models (LLMs) like LLaMA2 and Gemini for text summarization. It automatically extracts keywords and uses them to generate synchronized visual and audio content, utilizing tools like Google Text-to-Speech (GTTS) and AI-based image generation models such as DALL-E and Stable Diffusion. The multimedia content is assembled and rendered using MoviePy, ensuring seamless integration of text, audio, visuals, and subtitles. Applications in journalism, marketing, and education are examined to showcase how this technology improves accessibility and audience engagement. Overall, the study demonstrates the potential of AI in automating media content creation, streamlining the process while maintaining narrative coherence and enhancing the user experience. © 2024 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85208575357"
"Rajkumar N.; Viji C.; Nachiappan B.; Mohanraj A.; Nagarajan G.; Ravi J.; Prabhu Shankar B.","Rajkumar, N. (57027609100); Viji, C. (56607327700); Nachiappan, Balusamy (59002248700); Mohanraj, A. (58312948000); Nagarajan, G. (57283348900); Ravi, Jayavadivel (57211804500); Prabhu Shankar, B. (59090944500)","57027609100; 56607327700; 59002248700; 58312948000; 57283348900; 57211804500; 59090944500","Generative AI in Virtual Media Image, Video, and Animation Generation","2025","Fusion of Multimodal Generative AI and Blockchain Technology in Digital Media","","","","209","230","2","10.4018/979-8-3373-1504-1.ch009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020845504&doi=10.4018%2F979-8-3373-1504-1.ch009&partnerID=40&md5=ad02fe9bed4744d65975e6de223309df","Generative Artificial Intelligence (AI) is revolutionizing the virtual media panorama by means of manner of allowing the advent of surprisingly practical and modern virtual content. Leveraging deep studying models like Generative Adverse Networks (GANs), Variational Autoencoders (VAEs), and diffusion models, generative AI helps the producing of images, motion pics, and animations that rival human creativity in each exceptional and detail. This technology is not simply reshaping inventive expression but also redefining industries which include leisure, marketing, education, and gaming. In photo era, generative AI has accomplished top notch milestones, from synthesizing hyper-sensible pix to growing surreal, innovative landscapes. Those fashions are knowledgeable on massive datasets, getting to know how to replicate styles and textures with extraordinary precision. Packages include virtual attempt-ons in style, more CGI effects in movies, or even growing digital twins for architectural visualizations. © 2026, IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105020845504"
"Ives K.J.; Müllner V.","Ives, Kirsten Juliet (58366622700); Müllner, Vera (58369377200)","58366622700; 58369377200","Branding or No Branding: An Introduction to B2B Branding","2025","Contributions to Management Science","Part F650","","","411","433","0","10.1007/978-3-031-91183-5_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011537495&doi=10.1007%2F978-3-031-91183-5_9&partnerID=40&md5=c866c6467e88db2948ca1623b319f45b","Lead generation, marketing automation, performance marketing, or content AI are only a few of the recent developments that have reshaped the face of B2B marketing. Perhaps even thus far conventional elements such as branding have become obsolete? Branding has always been a tricky issue in the B2B environment. Originating in the B2C world, the importance of brands has never quite reached the same status for B2B companies. Once a logo and some associated guidelines were created, the task of branding is usually considered to be done. It starkly shows that even today’s B2B companies still tend to underestimate the extensive power successful brands can have on the business. Thus, the purpose of this paper is to revisit the issue of branding to rejustify its importance in modern B2B marketing by giving a general introduction to B2B branding. After a theoretical examination, the following can be said_ Smart branding ensures a substantial and consistent positioning of companies towards their customers. By creating trust and establishing organizations as industry experts and thought leaders, branding can become a fruitful basis for a strong and loyal partnership between customers and companies. Additionally, branding acts as an underlying red line for all activities from marketing and sales to HR. It saves time and money by trendsetting and keeping the focus on the business and customers. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Book chapter","Final","","Scopus","2-s2.0-105011537495"
